Q94793	GO:0003735; GO:0005840; GO:0006412; GO:0019843
P49149	GO:0003735; GO:0005840; GO:0006412
P54190	GO:0005576; GO:0008289
A0A0B2V148	GO:0005581; GO:0016021; GO:0042302
A0A0B2V0A5	GO:0006810; GO:0030008
A0A0B2UYA9	GO:0006810; GO:0016021
A0A0B2V2H3	GO:0000786; GO:0003677; GO:0005634
A0A0B2V8P2	GO:0005581; GO:0016021; GO:0042302
A0A0B2VDG3	GO:0000786; GO:0003677; GO:0005634; GO:0006334
A0A0B2VXA8	GO:0016021
A0A0B2VS85	GO:0003735; GO:0005840; GO:0006412
A0A0B2W595	GO:0005581; GO:0016021; GO:0042302
A0A0B2W0F4	GO:0016787
A0A0B2VRE3	GO:0006810; GO:0016021
A0A0B2W0S2	GO:0016021
A0A0B2W2G2	GO:0000028; GO:0003735; GO:0006412; GO:0022627
A0A0B2VZQ1	GO:0008270
A0A0B2V446	GO:0016021
A0A0B2V381	GO:0000786; GO:0003677; GO:0005634
A0A0B2VUD8	GO:0005581; GO:0016021; GO:0042302
A0A0B2W340	GO:0008168
A0A0B2VVB7	GO:0006001; GO:0042132
B2REP2	GO:0004129; GO:0005739; GO:0016021; GO:0019646
A0A0B2VA07	GO:0003676
A0A0B2V7P4	GO:0000703; GO:0003677; GO:0005634; GO:0005739; GO:0006285; GO:0046872; GO:0051539
A0A0B2VW54	GO:0005525; GO:0005622; GO:0007264
A0A0B2VAS8	GO:0016757
A0A0B2V8Z9	GO:0005783; GO:0006886; GO:0016021
A0A0B2UV46	GO:0003676; GO:0005634; GO:0008270
A0A0B2VVC2	GO:0004721; GO:0046872
A0A0B2VU23	GO:0000786; GO:0003677; GO:0005634; GO:0006334
A0A0B2W2R9	GO:0003735; GO:0005840; GO:0006412
A0A0B2V2B0	GO:0000786; GO:0003677; GO:0005634
A0A0B2UZB7	GO:0008138
A0A0B2VTC2	GO:0004335; GO:0005524; GO:0005737; GO:0006012
A0A0B2W2E8	GO:0004930; GO:0016021
A0A0B2V3I8	GO:0016021
A0A0B2VND4	GO:0016021
A0A0B2VZR6	GO:0000166; GO:0003676
A0A0B2VXY3	GO:0008152; GO:0016787
A0A0B2USA2	GO:0008324; GO:0016021
A0A0B2V593	GO:0006355; GO:0022008
A0A0B2W0V3	GO:0008152; GO:0016021; GO:0016746
A0A0B2VZ77	GO:0016021
A0A0B2V0E5	GO:0016021
A0A0B2VYN8	GO:0016021
A0A0B2V4U2	GO:0016491
A0A0B2UU04	GO:0000166; GO:0003676; GO:0031124
A0A0B2UZ39	GO:0001558; GO:0005576
A0A0B2V1Z0	GO:0000502; GO:0030234; GO:0042176
A0A0B2VTT4	GO:0016021
A0A0B2W4F0	GO:0003677; GO:0003700; GO:0005634; GO:0006351
A0A0B2W5U6	GO:0003677; GO:0003899; GO:0006351
A0A0B2V6E5	GO:0004671; GO:0005789; GO:0016021
A0A0B2VB61	GO:0016021
A0A0B2UPQ0	GO:0000786; GO:0003677; GO:0005634
A0A0B2W4Q7	GO:0003676; GO:0003899; GO:0005730; GO:0006351; GO:0008270
A0A0B2VYS5	GO:0003874; GO:0006729
A0A0B2VE13	GO:0004721
A0A0B2VUP3	GO:0008324; GO:0016021
A0A0B2UUQ7	GO:0016021
A0A0B2V7D1	GO:0016021
A0A0B2VE38	GO:0016021
A0A0B2VEM4	GO:0005525; GO:0005622; GO:0007264
A0A0B2VY73	GO:0003743; GO:0003746; GO:0006452; GO:0043022; GO:0045901; GO:0045905
A0A0B2VUY2	GO:0016021
A0A0B2VYJ1	GO:0016021
A0A0B2UT11	GO:0005789; GO:0016021; GO:0016757; GO:0018279
A0A0B2VQ66	GO:0035091
A0A0B2VBC7	GO:0005581; GO:0016021; GO:0042302
A0A0B2VWK9	GO:0005524
A0A0B2W5R3	GO:0015075; GO:0016021; GO:0031966
A0A0B2VCD6	GO:0005525; GO:0005622; GO:0007264
A0A0B2W389	GO:0006486; GO:0016765
A0A0B2VR25	GO:0008289
A0A0B2VJL0	GO:0003676; GO:0005634; GO:0008270
A0A0B2W7D5	GO:0000930; GO:0003924; GO:0005525; GO:0005874; GO:0007020; GO:0031122
A0A0B2ULI0	GO:0000502; GO:0043248
A0A0B2VFB0	GO:0004930; GO:0016021
A0A0B2VUA8	GO:0004721
A0A0B2UTD1	GO:0016021
A0A0B2VYG3	GO:0005634; GO:0006355; GO:0008270; GO:0043565
A0A0B2V8Z3	GO:0005524
A0A0B2VLP7	GO:0016021
A0A0B2V3V8	GO:0003920; GO:0006144; GO:0006163; GO:0046872; GO:1902560
A0A0B2VRQ1	GO:0016021
A0A0B2W0Y8	GO:0008270
A0A0B2V485	GO:0016829; GO:0046872
A0A0B2UN31	GO:0004045
A0A0B2VB30	GO:0005328; GO:0016021
A0A0B2W0G1	GO:0004674; GO:0005524
A0A0B2VL58	GO:0005740; GO:0016021; GO:0043065
A0A0B2W3B8	GO:0008643; GO:0016021
A0A0B2VJS0	GO:0016021; GO:0070072
A0A0B2V4S1	GO:0003924; GO:0004871; GO:0007186; GO:0019001
A0A0B2VGK7	GO:0016021
A0A0B2V073	GO:0004930; GO:0016021
A0A0B2V4I6	GO:0005581; GO:0016021; GO:0042302
A0A0B2VYD3	GO:0008270
A0A0B2VQX9	GO:0004871; GO:0005834; GO:0007186
A0A0B2V184	GO:0016021
A0A0B2VII1	GO:0016021
A0A0B2V2I6	GO:0000786; GO:0003677; GO:0005634; GO:0006334
A0A0B2V1G3	GO:0003839; GO:0006751
A0A0B2UNS7	GO:0008234
A0A0B2VF70	GO:0006457; GO:0016853
A0A0B2VAZ3	GO:0005375; GO:0016021
A0A0B2VZQ4	GO:0003735; GO:0005840; GO:0006412
A0A0B2VAX5	GO:0007165
A0A0B2UVY3	GO:0004672; GO:0005524
A0A0B2VIU2	GO:0004672; GO:0005524
A0A0B2UI80	GO:0006397
A0A0B2W0B1	GO:0006633; GO:0016021; GO:0102336; GO:0102337; GO:0102338
R4JMK2	GO:0004129; GO:0005506; GO:0005739; GO:0009060; GO:0016021; GO:0020037
A0A0B2VBL5	GO:0000287; GO:0008897
A0A0B2VM91	GO:0007034
A0A0B2V416	GO:0004721
A0A0B2V424	GO:0016021; GO:0022857
A0A0B2VPC8	GO:0004497; GO:0005506; GO:0016705; GO:0020037
A0A0B2V999	GO:0006401; GO:0032299
A0A0B2UMX3	GO:0016021
A0A0B2VEP4	GO:0016021
A0A0B2UP37	GO:0016021
A0A0B2VHK1	GO:0016021
A0A0B2VRM5	GO:0005615
A0A0B2V897	GO:0003735; GO:0005840; GO:0006412
A0A0B2VP49	GO:0008270
A0A0B2VF87	GO:0000166; GO:0005622; GO:0019722
Q8WPB1	GO:0005344; GO:0005506; GO:0019825; GO:0020037
A0A0B2UXR6	GO:0000166; GO:0003676; GO:0019013; GO:0030529
A0A0B2VDF3	GO:0005856
A0A0B2V6I3	GO:0016627; GO:0050660
A0A0B2VZS4	GO:0016779
A0A0B2V1L4	GO:0003887; GO:0005727; GO:0006270
A0A0B2UU44	GO:0008080
A0A0B2UYN4	GO:0016021
A0A0B2VAE5	GO:0005634
A0A0B2W074	GO:0016055; GO:0061630; GO:0072572
A0A0B2VRH5	GO:0005524; GO:0006298; GO:0030983
A0A0B2VMW8	GO:0032266
A0A0B2V1A4	GO:0005789; GO:0016021
A0A0B2VCA1	GO:0004842; GO:0016874
A0A0B2W5L3	GO:0005615
A0A0B2V0M6	GO:0016021
A0A0B2VB39	GO:0016301
A0A0B2VYP0	GO:0004129
A0A0B2V5V6	GO:0032006
A0A0B2VN85	GO:0003924; GO:0004871; GO:0005525; GO:0007188
A0A0B2W330	GO:0000786; GO:0003677; GO:0005634
A0A0B2W046	GO:0005886; GO:0005921; GO:0006811; GO:0016021
A0A183U5B8	GO:0005525; GO:0005622; GO:0007264
A0A0B2UX86	GO:0005581; GO:0016021; GO:0042302
A0A0B2V661	GO:0016021
A0A0B2V6Q9	GO:0003735; GO:0005840; GO:0006412
A0A0B2VTU0	GO:0005861
A0A0B2W6F3	GO:0000166; GO:0003676; GO:0019013; GO:0030529
A0A0B2VX04	GO:0005576; GO:0006030; GO:0008061
A0A0B2UN29	GO:0003924; GO:0005525; GO:0005622; GO:0006400
A0A0B2V687	GO:0016787
A0A0B2VBZ4	GO:0018024
A0A0B2W1Y9	GO:0016021
A0A0B2V3T8	GO:0005524; GO:0016301
A0A0B2VSM5	GO:0004364; GO:0008152
A0A0B2V2B5	GO:0000786; GO:0003677; GO:0005634
A0A0B2W0V9	GO:0003677; GO:0004519; GO:0006281
A0A0B2VFZ1	GO:0008380; GO:0019013; GO:0030532
A0A0B2UUZ2	GO:0005525; GO:0005622; GO:0007264
A0A0B2W3S7	GO:0003824; GO:0016021; GO:0030151; GO:0030170
A0A0B2V364	GO:0008152; GO:0016758
A0A0B2W530	GO:0004373; GO:0005978
A0A0B2W4G8	GO:0016021
T1W0M3	GO:0005739; GO:0008137; GO:0016021; GO:0042773
A0A0B2UMQ9	GO:0004177; GO:0008237; GO:0008270
A0A0B2VJ39	GO:0020037; GO:0046872
A0A0B2VYH8	GO:0005509
A0A0B2VNI6	GO:0016021
A0A0B2VEQ9	GO:0016740
A0A0B2V3D2	GO:0000049; GO:0005634; GO:0008176
A0A0B2VAA8	GO:0001731; GO:0003743; GO:0005852; GO:0006446; GO:0016282; GO:0033290
J9PFI4	GO:0004129; GO:0005506; GO:0005739; GO:0009060; GO:0016021; GO:0020037
A0A0B2V2X8	GO:0004373; GO:0005978
A0A0B2VMM7	GO:0005509
A0A0B2UT04	GO:0005230; GO:0016020
A0A0B2UVN8	GO:0005892
A0A0B2V005	GO:0007218
A0A0B2VKY5	GO:0004725
A0A0B2VW60	GO:0016021
A0A0B2UUI3	GO:0003700; GO:0005634
A0A0B2VV02	GO:0004721; GO:0046872
A0A0B2UIK4	GO:0007165; GO:0043087
A0A0B2URW8	GO:0000786; GO:0003677; GO:0005634
A0A0B2V1M5	GO:0000139; GO:0005901; GO:0016021; GO:0070836
A0A0B2VB58	GO:0004930; GO:0016021
A0A0B2URL8	GO:0016021
A0A0B2VLR7	GO:0004553; GO:0005975
A0A0B2UZQ2	GO:0016021
A0A0B2VWA2	GO:0004930; GO:0016021
A0A0B2VKS7	GO:0005525; GO:0005622; GO:0007264
A0A0B2VAR3	GO:0003735; GO:0005840; GO:0006412
A0A0B2V7M6	GO:0016021
A0A0B2VF44	GO:0005576
A0A0B2VX08	GO:0003735; GO:0005840; GO:0006412
A0A0B2VKY4	GO:0005739; GO:0045039; GO:0046872
A0A0B2VIW7	GO:0003824; GO:0008152
A0A0B2V4C6	GO:0015078; GO:0015991; GO:0016021; GO:0033179
A0A0B2VUH5	GO:0016021
A0A0B2V1M2	GO:0016021
A0A0B2VAZ4	GO:0016021
A0A0B2W4Z3	GO:0005576; GO:0008191
A0A0B2UNF9	GO:0005634; GO:0006355; GO:0043565
A0A0B2UVH1	GO:0016021
A0A0B2V2E0	GO:0016021
A0A0B2UPH8	GO:0000786; GO:0003677; GO:0005634
A0A0B2VEA6	GO:0000015; GO:0000287; GO:0004634; GO:0006096
A0A0B2W2D7	GO:0016021
A0A0B2V697	GO:0003735; GO:0005840; GO:0006412
A0A0B2W020	GO:0016021
A0A0B2V0J4	GO:0005856
A0A0B2UWN9	GO:0003747; GO:0016787
A0A0B2VI87	GO:0016021
A0A0B2V7A8	GO:0005634; GO:0006260
A0A0B2UT18	GO:0016021
A0A0B2VVS0	GO:0006457; GO:0016853
A0A0B2VGA3	GO:0016021
A0A0B2VPV5	GO:0005581; GO:0042302
A0A0B2V9W8	GO:0005581; GO:0016021; GO:0042302
A0A0B2UZL0	GO:0003899; GO:0006351
A0A0B2VEE3	GO:0005581; GO:0016021; GO:0042302
A0A0B2VNY8	GO:0005581; GO:0016021; GO:0042302
A0A0B2VLG7	GO:0016021
A0A0B2VWK1	GO:0016021
A0A0B2VV08	GO:0003924; GO:0004871; GO:0005525; GO:0007188
A0A0B2VFK4	GO:0005743; GO:0055114; GO:0070469
A0A0B2VLR6	GO:0015075; GO:0016021; GO:0031966
A0A0B2W6M3	GO:0003735; GO:0006412; GO:0015935
A0A0B2VUX3	GO:0016021
A0A0B2VUR8	GO:0004843; GO:0005634; GO:0019784; GO:0071108
A0A0B2VAI8	GO:0000166; GO:0003676
A0A0B2VSH9	GO:0016021
A0A0B2VZA3	GO:0006886; GO:0031083
A0A0B2VBZ9	GO:0016491
A0A0B2VLJ7	GO:0003796; GO:0005975; GO:0009253; GO:0016998
A0A0B2V954	GO:0019825; GO:0020037
A0A0B2V0D6	GO:0005750; GO:0006122
A0A0B2VI22	GO:0003700; GO:0043565
A0A0B2VIW0	GO:0004478; GO:0005524; GO:0006556; GO:0006730; GO:0046872
A0A0B2VX43	GO:0070403
A0A0B2UY66	GO:0006457; GO:0016272
A0A0B2UUG2	GO:0005581; GO:0016021; GO:0042302
A0A0B2UX90	GO:0004550; GO:0006183; GO:0006228; GO:0006241
A0A0B2V4M6	GO:0016021; GO:0016757
A0A0B2W4U0	GO:0016020
A0A0B2VGJ2	GO:0006221; GO:0007049; GO:0045747
A0A0B2V7R3	GO:0016021
A0A0B2V6D8	GO:0004725; GO:0008138
A0A0B2VM41	GO:0005524
A0A0B2VBE1	GO:0005634
A0A0B2VDX4	GO:0003723; GO:0003735; GO:0006412; GO:0015934
A0A0B2UT56	GO:0005581; GO:0016021; GO:0042302
A0A0B2UTP0	GO:0015075; GO:0016021
A0A0B2V6I7	GO:0016787
A0A0B2VVH8	GO:0005375; GO:0016021
A0A0B2UNQ4	GO:0005524; GO:0030272; GO:0046872
A0A0B2V2F4	GO:0000166; GO:0003676
A0A0B2VX49	GO:0004864; GO:0009966; GO:0043666
A0A0B2UTL6	GO:0000463; GO:0000466; GO:0005654; GO:0005730; GO:0030687; GO:0043021
A0A0B2UUS1	GO:0004499; GO:0050660; GO:0050661
A0A0B2VDE6	GO:0003735; GO:0005840; GO:0006412
A0A0B2VID9	GO:0004129; GO:0016021
A0A0B2V654	GO:0005634; GO:0006351; GO:0016480
A0A0B2VIZ1	GO:0016021
A0A0B2UTY1	GO:0016021
A0A0B2W0N8	GO:0005856; GO:0016021
Q9TB24	GO:0004129; GO:0005506; GO:0005739; GO:0009060; GO:0016021; GO:0020037
A0A0B2V329	GO:0001678; GO:0004396; GO:0005524; GO:0005536; GO:0005623; GO:0006096
A0A0B2VJB2	GO:0006897; GO:0007015; GO:2000601
A0A0B2UX55	GO:0003723
A0A0B2VIA8	GO:0007017; GO:0030286; GO:0031514
A0A0B2V8S1	GO:0003700; GO:0043565
A0A0B2VDS8	GO:0003924; GO:0005525; GO:0005634; GO:0006886; GO:0006913; GO:0007264
A0A0B2UUW5	GO:0020037; GO:0046872
A0A0B2V1I3	GO:0004721
A0A0B2VX15	GO:0004930; GO:0016021
A0A0B2W1V0	GO:0003735; GO:0005840; GO:0006414
A0A0B2UPG5	GO:0016021
A0A0B2UVJ8	GO:0003735; GO:0005840; GO:0006412
A0A0B2VT79	GO:0003676; GO:0046872
A0A0B2W0H3	GO:0005743; GO:0030150
A0A0B2W5R5	GO:0004365; GO:0006006; GO:0006096; GO:0050661; GO:0051287
A0A0B2UX36	GO:0005956; GO:0016301; GO:0019887
A0A0B2UXG3	GO:0016042; GO:0016787
A0A0B2V315	GO:0000166; GO:0003676; GO:0008270
A0A0B2VYL1	GO:0016491
A0A0B2UQP4	GO:0030133; GO:0031083
A0A0B2VQX6	GO:0003735; GO:0005840; GO:0006412
A0A0B2VRM8	GO:0015238; GO:0016021
A0A0B2W1N3	GO:0016021
A0A0B2VAP9	GO:0005789; GO:0016021
A0A0B2VC85	GO:0005737
A0A0B2W291	GO:0016021
A0A0B2VVN7	GO:0004252; GO:0016021
A0A0B2UZN4	GO:0016021
A0A0B2VTP1	GO:0051260
A0A0B2UZP9	GO:0003677; GO:0003899; GO:0006351; GO:0008270
A0A0B2VBS0	GO:0005634; GO:0006355; GO:0043565
A0A0B2V8Q1	GO:0015992; GO:0016471; GO:0016820
A0A0B2UTD0	GO:0016021
A0A0B2VM72	GO:0005952; GO:0008603; GO:0016301; GO:0030552
A0A0B2V2D4	GO:0005581; GO:0016021; GO:0042302
A0A0B2W352	GO:0008152; GO:0016787
A0A0B2VPF1	GO:0016491
A0A0B2VRD0	GO:0001952; GO:0005615; GO:0016021; GO:0030335; GO:0051492
A0A0B2V6B4	GO:0005634; GO:0006351; GO:0006355
A0A0B2VI68	GO:0005737; GO:0017089; GO:0051861
A0A0B2VCF7	GO:0005525; GO:0005622; GO:0007264; GO:0016020
A0A0B2UVW6	GO:0007218
A0A0B2V3F4	GO:0016740
A0A0B2VR51	GO:0005739; GO:0008137
A0A0B2VAL1	GO:0016021
A0A0B2V317	GO:0005741; GO:0008308
A0A0B2W541	GO:0005509
A0A0B2VGV3	GO:0008168
A0A0B2V5H3	GO:0003723; GO:0003735; GO:0006412; GO:0015935
A0A0B2VHE3	GO:0006729; GO:0008124
A0A0B2W329	GO:0009055; GO:0051537
A0A0B2VZR9	GO:0005783; GO:0016021
A0A0B2VDK9	GO:0005856
A0A0B2UUX2	GO:0005622; GO:0006810
A0A0B2VZB3	GO:0003735; GO:0005840; GO:0006412
A0A0B2V6U3	GO:0016301
A0A0B2W0I3	GO:0003997; GO:0005777; GO:0006635; GO:0050660
A0A0B2VPQ6	GO:0008168
A0A0B2VXE0	GO:0016491
A0A0B2VSV8	GO:0004721
A0A0B2V7J7	GO:0006979; GO:0030091; GO:0033743
A0A0B2W5A8	GO:0005615
A0A0B2V578	GO:0005230; GO:0016020
A0A0B2V6N2	GO:0003735; GO:0005840; GO:0006412
A0A0B2V1U8	GO:0000062
A0A0B2VJV7	GO:0015018; GO:0016021
A0A0B2VWD7	GO:0005634; GO:0005694; GO:0008270; GO:0018024
A0A0B2UT45	GO:0003735; GO:0005840; GO:0006412
A0A0B2V699	GO:0016021
A0A0B2UXS0	GO:0005524; GO:0016887
J9PF43	GO:0004129; GO:0005507; GO:0005739; GO:0016021; GO:0022900
A0A0B2W405	GO:0005524
A0A0B2W0A1	GO:0005509
A0A0B2V1M4	GO:0000166; GO:0003735; GO:0005840; GO:0006412
A0A0B2VYX7	GO:0004672; GO:0005524
A0A0B2VVJ3	GO:0016021
A0A0B2VYQ3	GO:0005743; GO:0008121; GO:0046872; GO:0051537; GO:0070469
A0A0B2VQY9	GO:0008270; GO:0016491
A0A0B2VXY8	GO:0004672; GO:0005524
A0A0B2VD20	GO:0004064; GO:0016021
A0A0B2VHW9	GO:0004672; GO:0005524
A0A0B2VH45	GO:0003676; GO:0004386; GO:0005524
A0A0B2VU05	GO:0001678; GO:0004396; GO:0005524; GO:0005536; GO:0005623; GO:0006096
A0A0B2W5X8	GO:0000786; GO:0003677; GO:0005634
A0A0B2VN18	GO:0003723; GO:0003735; GO:0006412; GO:0015934
A0A0B2VQK3	GO:0005509
A0A0B2W680	GO:0005634; GO:0005737; GO:0032793; GO:0051289
A0A0B2VPM3	GO:0008643; GO:0016021; GO:0022857
C4N991	GO:0005739; GO:0015078; GO:0015986; GO:0016021
A0A0B2VCA0	GO:0005739; GO:0008137; GO:0016021
A0A0B2W5C8	GO:0003746; GO:0032021; GO:0034244
A0A0B2VBE4	GO:0005581; GO:0016021; GO:0042302
A0A0B2VU33	GO:0016021
A0A0B2UR44	GO:0000398; GO:0003723; GO:0005732
A0A0B2VJY1	GO:0006744; GO:0008425; GO:0031314; GO:0102005
A0A0B2V8Y0	GO:0003743
A0A0B2V6W9	GO:0005634
A0A0B2V4E1	GO:0016021
A0A0B2V0G8	GO:0004198; GO:0005622
A0A0B2USN0	GO:0000287; GO:0005975; GO:0016868
A0A0B2VH79	GO:0006396
A0A0B2VCT2	GO:0008565; GO:0016021
A0A0B2VM77	GO:0046872
A0A0B2UUV8	GO:0016021; GO:0016740
